Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
41,0,98714,1,154.49979122887007,2,0,1,0,0,1,1,1,43.328558132386746,4,1,4,1
29,1,115079,3,148.63018818327575,0,0,8,1,1,1,0,0,44.38504172359715,4,4,2,1
41,0,134722,2,89.56915261993969,2,1,4,2,1,0,0,0,30.24483114437787,1,2,4,0
62,0,146013,0,134.8259099739942,4,0,6,2,0,0,0,1,25.79610596979041,4,1,4,1
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
54,0,113052,3,166.26489220551687,3,1,7,1,1,1,1,0,56.05735046292452,1,5,1,0
23,0,130911,3,29.36221415112039,1,0,6,1,1,0,1,0,18.841182379741785,2,3,1,0
54,1,85802,3,36.76768544980207,2,1,4,1,0,1,0,1,40.70653053030596,4,4,1,1
43,0,22176,0,118.4198193756179,3,0,1,2,0,0,1,1,13.986396411894034,3,5,3,1
53,1,74375,0,140.30254091119323,3,2,6,0,0,0,0,1,6.274748337007323,3,3,5,1
62,1,135684,3,128.94310105875724,3,2,6,0,1,1,1,1,24.09705188821825,3,1,5,1
57,1,27829,1,19.17556855710393,4,0,8,1,0,1,1,0,49.5324325885129,5,4,1,0
47,1,20731,3,146.8138198899871,3,0,8,0,0,1,0,1,25.478258861067285,4,1,3,0
67,0,87167,3,152.1367953967516,1,2,4,2,0,0,1,1,14.722728334475688,5,5,4,1
57,1,78589,1,134.48572670074668,3,2,4,0,0,0,1,0,3.2903945278918467,5,5,5,1
57,0,107329,3,80.95954533132698,2,0,9,2,1,1,0,1,0.690769309669319,2,3,1,1
42,1,89486,3,130.934934052053,3,1,2,1,1,1,1,0,24.373219142969724,2,1,3,1
46,1,60825,3,61.75276854685941,3,1,4,1,1,0,1,1,13.85899722086208,5,4,2,1
36,0,135764,3,191.146100968778,4,0,9,0,0,1,1,1,40.745820930163646,2,3,4,0
47,1,31938,3,43.849076099752345,3,2,3,0,1,1,1,0,59.7074067773838,2,4,5,1
19,1,103067,3,127.26102867593043,4,2,9,1,0,1,1,0,13.443036862504067,2,4,2,0
61,0,69799,3,67.87915120801345,0,1,5,2,0,0,1,1,24.70883880430413,3,4,2,1
61,1,59208,3,112.1108033539408,4,1,4,2,0,0,0,0,15.577277633501811,5,5,1,1
23,1,147385,1,103.03251230199324,3,2,5,0,0,0,0,0,59.7438560983998,5,4,2,0
60,0,116321,0,74.40938980747987,1,0,4,0,0,0,1,1,13.332045972250445,1,2,3,1
54,0,103918,2,87.46222001869855,3,0,1,2,1,0,1,0,24.698008540573174,4,1,2,0
66,0,31296,1,180.7056067071273,1,1,8,1,0,1,0,1,13.81907211710084,4,4,1,0
25,0,119378,2,179.04468463213442,1,0,5,1,1,0,1,1,4.8893989721825,4,4,2,0
21,0,140769,3,21.78262399396446,2,2,1,2,0,0,0,1,4.816430599924306,4,3,1,0
36,1,145234,1,189.6222389485968,1,1,5,1,0,1,1,1,12.221203389731969,5,5,1,1
68,0,62522,1,67.72031223352919,4,0,2,2,1,0,0,1,57.09154835287963,2,1,1,0
62,1,82426,3,103.16731540273906,2,0,7,1,1,0,0,0,28.69861122678149,2,4,4,0
33,1,142639,3,12.720275284757529,1,1,8,1,1,0,0,0,10.677233056459174,3,2,1,0
69,1,28343,2,147.20968069763043,2,2,7,0,1,1,0,0,52.76434459364178,5,4,1,0
59,0,136805,3,69.55224223603513,0,1,6,2,0,0,0,0,23.548214495866688,5,1,4,0
59,0,146090,1,61.05023120176869,0,2,2,2,0,0,1,1,11.55978294305806,5,2,1,1
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
61,0,117267,2,161.3607093012393,3,2,1,1,1,0,0,1,57.60193300637651,2,1,2,0
33,0,119581,1,121.73341050634112,2,1,3,1,0,1,1,1,15.011897579806703,1,4,1,1
61,0,114846,3,136.3962190494152,0,2,1,0,0,0,1,0,4.401234833424821,1,1,4,1
64,0,121256,0,87.15500755906237,1,1,2,2,0,0,1,1,52.52621919117751,2,4,5,1
21,0,68501,3,46.85649538841608,4,0,3,2,0,1,0,0,27.606053811875192,4,5,1,1
51,1,109676,3,172.2121284186738,2,2,2,2,1,0,1,1,15.025111643265484,3,5,1,1
26,0,30427,1,13.00218481296463,2,2,3,2,1,1,1,0,44.36187238948166,3,3,4,1
49,1,30057,1,117.68876200959916,2,1,5,0,0,0,1,1,46.28385647251803,2,1,3,1
64,0,28420,1,100.5750393197362,3,1,1,2,0,1,0,1,15.325780615077756,4,4,1,1
66,0,75130,2,128.32894508090777,2,1,2,1,0,0,1,0,28.712434106432955,2,2,1,1
21,1,57727,3,184.02815592607936,0,1,6,0,1,1,0,1,16.532615617248975,1,1,5,1
67,0,144519,3,142.15270693147232,3,0,5,1,1,0,1,0,54.5051281585103,5,2,3,0
56,0,78086,0,144.82386956267354,1,1,5,2,0,0,1,0,42.25347089648719,3,1,2,0
19,0,130704,2,58.02165312180848,2,0,9,2,0,0,0,0,18.53291879807179,4,1,1,1
67,0,87167,3,152.1367953967516,1,2,4,2,0,0,1,1,14.722728334475688,5,5,4,1
46,1,119159,1,150.08860448028588,0,2,4,1,0,0,1,0,3.925785195859719,3,3,3,1
56,1,149324,1,27.62220132492855,3,0,5,2,0,0,1,0,48.46716460602239,1,1,5,0
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
57,0,52402,3,170.52104612320568,3,1,2,2,0,0,1,0,0.7901403424143827,4,5,1,1
53,0,74609,0,196.05940660108536,3,1,8,1,1,0,0,1,35.36081999858178,4,5,3,0
39,0,88776,3,86.67961392905637,1,0,4,1,0,0,1,0,22.18299767552825,4,5,3,1
20,1,132699,3,137.65176541020284,4,2,1,2,0,0,1,0,46.94965327974454,5,1,4,1
53,1,34411,3,154.41550917302246,3,2,6,1,0,0,0,0,48.82977393513205,1,4,5,0
65,1,110155,3,41.32008489524731,1,0,3,0,0,0,0,1,58.6420373566191,5,3,1,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
51,1,109676,3,172.2121284186738,2,2,2,2,1,0,1,1,15.025111643265484,3,5,1,1
45,0,45842,1,14.00564858901434,3,0,7,2,1,1,1,1,7.843587859291327,1,3,4,0
36,0,149655,1,64.44356242858763,0,1,6,2,1,1,0,1,5.405142682475046,5,3,1,0
48,0,107653,3,131.7931676586348,0,1,7,2,1,1,1,1,25.8205055023933,1,5,4,1
50,1,115343,3,44.02953298868138,0,0,4,2,0,0,1,0,9.48460968718372,1,4,1,0
58,1,61799,3,164.37473879392766,2,0,2,1,1,0,0,1,19.42665601928384,4,1,4,0
44,1,67956,3,153.7706146764834,3,0,4,2,0,1,0,0,57.9171810012558,1,5,4,1
64,1,39097,2,97.29090533691924,0,1,1,2,1,0,1,0,28.226622754531952,4,5,2,1
52,0,132477,1,20.91949776359681,3,0,4,1,0,0,0,1,35.18154447262735,2,4,1,0
28,1,98058,0,74.71047144069168,0,1,2,0,1,0,1,1,37.7061976298234,4,3,3,0
46,0,120149,2,97.63976566794648,1,1,5,0,0,0,0,0,20.6389668743143,3,1,3,0
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
35,0,95984,1,26.1585033048524,2,0,2,2,0,0,1,1,27.500170859859104,1,4,4,1
37,0,76586,0,162.82966479251388,1,0,6,2,0,0,1,0,43.67959338064105,3,4,3,0
44,1,38493,2,11.718333493142495,3,2,5,1,0,0,1,0,26.74111513983059,1,4,3,0
42,0,141000,1,76.88145668776723,0,1,2,2,1,1,1,1,11.485681318199838,5,2,2,1
56,0,48734,2,15.579103406381495,2,1,8,1,0,0,0,1,39.192316524050455,5,2,5,0
21,0,23860,3,157.16585843191748,4,1,2,0,1,0,1,0,24.87905196096317,2,1,2,0
32,0,62341,1,168.19162684441366,3,0,2,0,1,0,0,0,16.65055523537167,2,4,1,0
64,0,121256,0,87.15500755906237,1,1,2,2,0,0,1,1,52.52621919117751,2,4,5,1
65,1,35520,1,81.4998133360547,2,2,7,1,1,0,1,1,14.14031475677907,1,1,2,1
63,0,142579,2,86.87444634249637,0,2,5,2,0,1,1,1,49.46384216132952,2,3,3,1
66,1,142256,3,108.12230272614114,1,1,6,2,0,0,1,0,21.880443002906635,4,1,1,0
36,0,111460,3,101.92778961480172,1,1,2,2,1,0,1,0,31.68283320740743,4,5,4,1
19,0,101462,1,11.70458240823595,0,2,4,2,0,1,0,0,1.92247237104624,5,2,4,0
33,1,132816,1,113.99567692609877,0,2,3,0,1,0,0,0,32.11427670109869,3,2,1,0
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
53,1,111904,1,100.07811967144862,1,0,4,2,1,1,0,1,28.21399203256538,4,4,2,1
21,0,68501,3,46.85649538841608,4,0,3,2,0,1,0,0,27.606053811875192,4,5,1,1
49,0,58354,3,75.91422577367742,4,2,7,0,0,0,1,0,27.24096452575704,2,4,5,0
63,0,132716,3,177.6250712885947,4,0,1,2,0,1,0,0,46.09175074628937,1,5,2,0
41,0,132528,3,164.85225727922943,1,1,2,2,0,0,1,0,20.48668881215928,2,2,5,1
37,1,129956,3,169.79980748113164,2,2,8,2,0,0,1,1,32.84283636908177,5,5,1,1
51,1,109676,3,172.2121284186738,2,2,2,2,1,0,1,1,15.025111643265484,3,5,1,1
67,1,78267,3,190.4683987037461,4,1,6,1,0,1,0,0,45.46389200875988,3,1,1,0
60,1,106565,3,197.57813740950488,4,1,3,1,0,0,0,1,30.62340741217388,5,5,4,1
63,1,49297,0,138.85239425981095,2,0,7,0,0,0,1,0,55.1995000056825,5,3,4,0
46,1,21547,0,183.58164821906905,2,1,9,0,1,1,0,0,7.705847530002243,4,2,2,0
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
48,0,107653,3,131.7931676586348,0,1,7,2,1,1,1,1,25.8205055023933,1,5,4,1
49,1,69311,0,78.8226831281176,1,1,8,2,1,1,1,1,27.89391375517908,2,2,5,1
62,1,26014,3,59.86319398044693,1,2,3,1,1,1,0,0,32.36902117508587,3,4,5,0
30,0,33666,3,121.25783977362926,2,0,4,0,1,0,0,1,59.24801785436977,1,1,5,0
60,1,74202,0,54.84893264101628,4,1,9,2,0,0,0,0,48.028480345571445,3,4,2,0
52,0,138749,3,60.4588578361377,1,2,4,2,0,0,1,0,43.35451573768649,5,5,1,1
23,1,80653,0,135.03561567563656,4,0,4,2,1,0,1,1,41.94581409278226,4,5,5,1
40,1,138881,2,103.30990016091756,1,0,1,0,0,1,0,1,8.87116140197396,4,1,2,0
23,0,67998,0,58.009564198892114,4,2,7,0,1,1,1,0,39.92328090249371,5,5,1,0
48,0,70837,1,19.261948946499075,4,0,3,0,0,1,0,1,42.2131808037315,5,1,2,0
65,1,132529,3,56.68449581780844,2,1,3,1,0,0,0,1,4.711531211473816,4,5,5,1
32,0,78876,3,169.6905015151832,2,0,4,1,0,0,1,1,16.6324537070211,4,5,5,1
36,1,91772,0,56.432095925052735,3,0,7,1,0,1,0,1,32.13632242302906,4,4,2,0
36,1,43326,2,171.40968079304494,4,0,1,1,0,0,0,0,29.46409709536152,3,5,1,0
20,1,132699,3,137.65176541020284,4,2,1,2,0,0,1,0,46.94965327974454,5,1,4,1
62,1,30306,1,128.9230921272936,1,1,6,1,1,0,0,1,53.91950539882883,3,5,5,0
34,1,71400,2,33.028422627921046,1,0,4,2,0,1,1,0,38.10683444669052,4,1,1,0
64,1,36143,1,121.13767862366552,1,0,4,1,0,0,1,1,19.286055107363783,3,5,4,0
34,1,62133,3,52.8165464223081,4,1,6,2,1,1,0,1,53.54136844014923,2,4,5,0
53,1,111904,1,100.07811967144862,1,0,4,2,1,1,0,1,28.21399203256538,4,4,2,1
37,0,149658,0,24.919682059556408,1,0,9,2,0,1,0,0,7.846623377451114,5,4,5,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
66,0,75130,2,128.32894508090777,2,1,2,1,0,0,1,0,28.712434106432955,2,2,1,1
65,1,132529,3,56.68449581780844,2,1,3,1,0,0,0,1,4.711531211473816,4,5,5,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
19,0,126012,0,105.37534272764128,3,0,1,2,1,0,0,0,37.70263345380544,4,3,2,0
52,1,117372,3,152.77420124096685,4,2,6,0,0,1,1,1,2.541497539615214,1,2,4,1
37,1,56810,3,173.95151826472514,1,0,2,2,1,0,0,0,21.52934733090408,5,5,4,1
56,0,65128,3,58.59423646841022,1,1,4,2,0,1,0,1,53.92503090500245,4,2,1,1
18,0,120166,0,51.84538673766124,2,0,7,0,1,1,1,1,51.256064928199166,5,3,2,0
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
45,1,97250,3,103.34738992325772,0,0,7,1,0,1,1,1,10.882510633252776,1,5,5,1
51,0,137882,3,160.979098005899,4,1,6,0,0,1,1,0,56.447209596819285,4,3,3,0
24,1,68450,1,13.901793261131994,3,0,3,1,1,1,0,0,24.24274006240362,4,4,2,0
31,0,80273,3,93.38301252921678,4,1,5,1,1,0,0,1,29.57906331621641,1,4,2,0
32,0,78876,3,169.6905015151832,2,0,4,1,0,0,1,1,16.6324537070211,4,5,5,1
21,1,57727,3,184.02815592607936,0,1,6,0,1,1,0,1,16.532615617248975,1,1,5,1
67,0,87167,3,152.1367953967516,1,2,4,2,0,0,1,1,14.722728334475688,5,5,4,1
69,0,39636,0,128.69675764263124,0,0,8,1,1,1,0,0,30.911059865651577,4,2,4,0
24,0,79625,3,69.47969953637747,1,1,5,2,0,1,1,1,6.552976478057437,1,2,1,1
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
29,1,68955,1,175.6719507782355,1,0,1,0,1,1,1,1,55.396910337971136,1,5,5,0
20,1,132699,3,137.65176541020284,4,2,1,2,0,0,1,0,46.94965327974454,5,1,4,1
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
54,1,85802,3,36.76768544980207,2,1,4,1,0,1,0,1,40.70653053030596,4,4,1,1
65,1,105938,3,122.98955267810727,4,0,9,1,1,0,0,0,4.453891760714228,3,5,1,1
23,1,80653,0,135.03561567563656,4,0,4,2,1,0,1,1,41.94581409278226,4,5,5,1
46,1,20312,0,46.10172985478595,0,0,4,2,0,0,0,0,0.6740306695882547,1,2,3,0
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
46,1,24570,1,143.43494232943772,1,2,1,2,0,0,1,1,23.25326818009944,4,3,5,1
68,0,119506,3,144.19021108220227,3,2,7,1,0,0,1,1,59.42668246139792,2,4,3,0
46,1,60825,3,61.75276854685941,3,1,4,1,1,0,1,1,13.85899722086208,5,4,2,1
20,1,91812,3,70.4066687027184,3,0,1,0,0,0,0,0,0.0149114560396945,2,3,5,0
53,0,117007,1,31.36988459937728,0,0,9,1,0,0,0,1,12.509929993603654,1,2,2,0
57,0,99346,3,70.34829667200688,0,0,3,1,0,0,1,1,14.211074158338684,4,2,2,1
45,1,97250,3,103.34738992325772,0,0,7,1,0,1,1,1,10.882510633252776,1,5,5,1
59,1,103191,3,17.1300334737073,0,1,2,0,0,1,1,1,18.882868131683463,3,5,3,1
52,0,138749,3,60.4588578361377,1,2,4,2,0,0,1,0,43.35451573768649,5,5,1,1
35,0,122302,0,150.23307980385354,4,2,6,0,0,1,0,0,23.24928344539999,5,4,4,1
59,1,23400,3,75.5570947049489,2,2,9,0,1,1,0,1,58.56066414313079,5,5,5,0
33,1,64919,3,153.22984378487956,3,2,5,2,1,0,1,0,0.0920334760771135,5,4,2,0
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
33,1,109428,1,144.3465061861136,4,1,3,2,1,0,0,1,41.99392767462301,4,4,2,0
19,1,35923,0,107.65159384535129,3,0,3,1,0,0,0,1,41.18056022078143,3,5,5,0
22,0,129590,3,137.440806491426,0,1,8,1,0,1,0,1,36.67054547250982,4,5,4,1
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
53,1,38795,0,119.94013234211236,0,2,3,1,0,1,0,0,45.65139842130393,4,1,1,0
36,1,139374,3,47.189129602666746,3,1,7,0,1,0,1,0,54.15838010267839,3,1,4,1
44,0,77784,3,137.18851104713676,3,1,7,2,0,0,1,1,30.412095211074018,5,4,2,1
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
36,1,139374,3,47.189129602666746,3,1,7,0,1,0,1,0,54.15838010267839,3,1,4,1
57,0,52402,3,170.52104612320568,3,1,2,2,0,0,1,0,0.7901403424143827,4,5,1,1
19,0,148335,2,97.79145196200804,1,2,4,0,1,0,0,1,2.886074056807741,1,3,1,0
51,1,30516,1,192.24006601165647,2,1,7,2,0,1,1,0,19.52026168737512,1,5,5,0
59,1,72005,2,92.78309015073508,3,0,2,2,1,0,1,0,0.1627715578824262,3,2,2,0
54,1,114257,1,126.3816371955224,4,2,9,1,1,0,0,1,50.24550643189125,3,1,2,0
48,0,138169,1,192.3863862944592,1,1,5,0,0,0,0,1,40.1067234303811,5,2,2,1
24,1,86722,3,42.52865914623689,4,2,9,0,0,1,1,1,28.919826712554947,5,3,1,0
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
20,0,116507,3,169.65781016129918,1,1,5,2,1,0,0,0,12.328760225804682,4,4,5,0
57,0,99346,3,70.34829667200688,0,0,3,1,0,0,1,1,14.211074158338684,4,2,2,1
54,0,22033,2,54.58192362213362,3,1,7,0,0,0,0,0,0.5030394847421271,4,4,4,0
59,0,24248,3,190.3428002637133,3,2,5,2,0,0,1,0,30.15292024751687,4,2,1,0
54,1,25409,3,179.22671097370798,2,0,4,2,0,1,0,1,53.07767957909005,1,3,2,0
23,1,115806,2,97.05566399093466,3,0,9,2,0,1,1,1,31.432155526206515,4,4,3,1
35,0,62674,1,54.49907538241679,1,0,4,1,1,0,0,0,4.939157764265881,5,4,4,0
52,0,82450,1,100.05480966900512,2,2,8,1,0,1,0,1,48.438155924040856,5,1,4,0
24,1,71235,3,100.1519807030905,1,1,1,1,1,0,1,0,34.73797166387229,3,2,5,0
32,0,143434,0,182.8868550655825,1,0,8,2,1,0,0,0,34.95196555399496,4,4,5,0
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
23,1,84982,3,94.53822338134528,3,1,3,1,1,1,1,1,1.8882545471534475,3,4,3,1
64,1,39097,2,97.29090533691924,0,1,1,2,1,0,1,0,28.226622754531952,4,5,2,1
59,0,66969,3,104.79813645627075,4,2,3,1,0,0,0,1,46.85168323676472,5,5,5,1
22,0,90630,1,10.787861744745532,0,2,4,1,1,1,1,0,5.320459848089174,2,4,1,0
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
35,0,55454,3,129.12224055981193,2,0,1,0,0,0,1,1,58.4036426233862,4,3,3,0
51,1,132819,3,164.10370374755334,4,1,8,2,0,0,0,1,39.93521402617132,3,5,1,0
37,1,56810,3,173.95151826472514,1,0,2,2,1,0,0,0,21.52934733090408,5,5,4,1
68,0,49070,3,123.9753334799954,2,1,7,0,1,1,0,1,22.52611768511208,5,1,4,0
30,1,78221,3,55.21892068407573,3,0,6,0,0,1,1,1,31.94297984519905,1,5,5,1
58,1,70458,2,197.37053413565985,3,1,4,1,1,1,0,1,40.37442514501375,1,2,1,0
68,1,140366,0,26.83074910165677,0,0,7,1,1,0,0,1,19.00287938064309,2,3,2,0
21,1,81382,3,98.29820750908524,2,0,7,1,0,0,0,1,54.57348704027227,1,5,2,0
27,0,44687,3,36.06496072652882,2,2,3,2,0,1,0,1,15.969415575410856,5,5,1,1
20,0,131104,3,120.23670672362614,2,2,6,0,0,0,0,0,7.927917127986914,5,4,1,0
53,1,65710,1,181.98862242701608,4,0,6,0,1,0,1,1,31.670625003960943,1,2,5,0
33,0,89413,3,120.15876139173004,1,2,8,2,1,1,0,1,20.004069941446744,5,5,1,1
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
35,0,95984,1,26.1585033048524,2,0,2,2,0,0,1,1,27.500170859859104,1,4,4,1
26,0,54777,1,41.32167147349398,1,0,7,0,1,0,0,1,49.90272534706392,1,3,3,0
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
67,1,117452,0,175.31373927611426,2,2,4,0,1,1,1,1,44.62754248091085,1,5,5,1
25,1,142823,1,113.91503018690754,1,2,8,1,0,1,0,0,53.04560429863301,3,2,5,0
61,0,26147,1,174.28307608685222,0,1,5,0,1,0,1,0,49.0028273356464,3,5,1,0
48,1,66922,3,123.9613731823586,0,1,4,0,1,0,0,0,13.189930141615742,1,3,3,0
20,0,112421,3,94.60947943642776,4,1,1,2,1,0,0,1,12.8756513143996,3,5,4,1
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
68,1,45559,1,78.1010746541668,4,1,3,1,1,0,1,1,8.872853189580262,3,4,4,0
48,0,122266,3,122.52302096969194,3,0,4,2,0,1,0,1,31.844808787080904,1,5,1,1
68,1,30288,3,193.94332885486088,0,0,5,1,1,0,1,0,52.34919507027615,4,3,1,0
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
56,0,144894,3,32.10684784401119,1,0,9,0,1,0,1,1,9.960165845150676,5,5,4,0
58,0,48478,2,192.50752885699288,0,2,4,2,1,0,1,0,52.43018094062733,3,3,5,0
26,1,114739,1,98.53907642583064,1,1,5,1,0,0,0,0,15.49278600639335,5,1,4,0
46,0,78259,3,86.40379933977407,1,0,4,1,0,0,1,1,27.6304887591311,5,1,3,1
63,0,142579,2,86.87444634249637,0,2,5,2,0,1,1,1,49.46384216132952,2,3,3,1
28,0,67481,2,152.10402288989147,2,0,8,0,0,0,0,0,42.29117540968138,3,4,1,0
58,0,44172,1,86.5020629283075,1,1,6,1,0,0,0,1,16.88515448274197,5,3,5,0
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
33,1,63797,3,77.31028371345393,2,1,5,1,1,1,0,1,12.633751750625157,1,1,1,0
47,1,134821,3,93.91517770749668,3,2,1,0,1,1,0,0,54.39146588408843,4,5,4,1
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
66,0,85042,1,75.85269158557091,3,2,7,2,0,0,1,1,7.941805211461865,2,5,2,0
23,0,95587,3,94.85065795424684,4,0,9,0,1,1,1,1,15.609551233784272,5,5,1,1
18,0,37819,1,186.80800253074213,1,1,7,1,0,0,0,0,14.206976990754884,2,4,4,0
60,1,130223,1,113.44374054519884,3,2,2,1,0,1,1,1,25.11596714107793,5,4,1,1
44,1,121995,3,107.96508009936797,0,0,9,1,0,0,0,1,35.16756189705207,4,5,2,0
21,0,25345,1,55.81770275766514,3,0,6,2,0,0,0,0,27.45429030301604,1,5,3,0
26,1,147643,3,101.66957851467669,1,2,5,1,0,1,0,1,10.465248089509542,5,4,4,1
19,0,39874,2,126.90192538760644,2,2,2,2,1,0,0,1,21.03531296080036,4,4,1,0
39,1,134109,2,142.4084639624003,3,2,6,1,0,1,0,0,38.93637952886286,3,1,1,0
21,0,143366,3,170.9255873391458,1,1,3,1,1,0,1,1,33.857176718030686,3,2,1,0
59,0,131974,3,34.8916606316771,3,0,6,2,1,1,0,0,13.688598385020818,3,3,5,0
60,1,106565,3,197.57813740950488,4,1,3,1,0,0,0,1,30.62340741217388,5,5,4,1
38,1,98194,3,60.08616117653544,4,0,4,1,0,0,1,1,11.732632719072182,1,4,3,1
37,1,71616,0,184.375578941634,3,2,2,2,1,1,0,1,36.78206426299735,4,4,4,1
52,1,117372,3,152.77420124096685,4,2,6,0,0,1,1,1,2.541497539615214,1,2,4,1
52,1,109245,0,68.72990341597128,2,0,4,2,0,0,1,0,49.317271272928366,2,5,4,1
61,1,91475,3,134.82270663232055,1,1,7,0,1,0,1,1,46.60247439806008,4,3,4,0
21,0,92875,2,45.0052337701188,1,2,6,1,1,1,1,1,18.714541284236763,4,4,4,0
32,0,74310,0,142.78574725528904,4,2,7,1,1,0,0,0,43.82732458014302,1,3,2,0
28,0,54070,2,176.5760636160017,0,2,3,0,1,0,0,1,15.804442301945508,1,2,1,0
25,1,87107,2,46.4712583638543,3,2,9,0,0,0,1,0,11.36260234860529,5,1,5,0
49,1,69311,0,78.8226831281176,1,1,8,2,1,1,1,1,27.89391375517908,2,2,5,1
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
46,0,78259,3,86.40379933977407,1,0,4,1,0,0,1,1,27.6304887591311,5,1,3,1
54,0,89908,2,174.67755856658786,4,2,4,0,0,0,0,0,59.00026710359937,5,2,4,0
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
64,1,111906,1,142.93147298193745,4,1,6,1,0,1,0,0,5.202486901117764,1,5,5,0
24,0,79625,3,69.47969953637747,1,1,5,2,0,1,1,1,6.552976478057437,1,2,1,1
56,0,65128,3,58.59423646841022,1,1,4,2,0,1,0,1,53.92503090500245,4,2,1,1
25,1,47784,1,140.49026112307524,2,1,8,2,1,0,0,0,49.38874043329187,5,2,3,0
54,1,124840,3,144.8868093932331,1,0,6,1,1,0,0,0,22.35720105478122,3,3,4,0
35,1,54829,3,118.87564632795625,3,1,2,0,0,1,1,1,58.08679196468722,5,4,2,1
37,0,21182,3,29.443292883102213,2,2,8,1,1,1,0,1,39.95299137373279,1,5,3,0
31,0,149807,2,167.18442782004217,3,0,8,0,1,1,0,1,48.62133553025409,3,4,4,0
47,0,64438,1,39.87761625810336,3,0,8,0,0,0,0,0,47.96887205026496,2,3,3,0
33,1,143546,2,147.87858242993383,3,1,5,2,1,0,1,0,11.939401838620762,5,1,4,0
37,1,71616,0,184.375578941634,3,2,2,2,1,1,0,1,36.78206426299735,4,4,4,1
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
68,0,144274,2,154.68042956733214,4,1,8,1,1,0,0,0,13.362079457238483,5,5,1,0
18,0,101889,3,95.51043192932784,0,0,7,0,0,0,0,0,18.19457796825285,3,3,2,0
67,1,47731,2,58.0696988835766,0,1,2,2,0,1,1,1,6.428324721310165,4,4,1,1
60,0,37793,3,152.85554113796354,0,0,7,1,1,0,0,0,41.481402199584295,1,3,3,0
51,0,56931,2,122.39576637212537,0,2,8,2,1,0,1,0,10.77571359558229,5,3,3,0
69,1,110795,3,136.45094571835654,4,0,6,0,1,1,0,1,35.76663915917112,2,4,5,0
54,0,105133,2,107.04675313249037,1,2,7,2,1,1,0,0,31.50171780274142,1,2,4,0
60,1,81757,3,153.9636998994551,1,1,3,2,0,0,0,1,11.645289297717218,1,4,2,1
59,0,123325,3,63.93923953545973,1,1,4,1,1,1,0,1,2.6735927480409294,3,5,5,1
